codeIataAirport,County,Province/State,Country/Region,LatAirport,LongAirport
MMJ,,,Japan,36.233334,137.96666
MMK,,,Russia,68.785095,32.759155
MML,Lyon,Minnesota,US,44.447224,-95.8175
MMM,,Queensland,Australia,-22.8025,148.70473
MMN,Middlesex,Massachusetts,US,42.433334,-71.5
MMO,,,Cabo Verde,15.25,-23.166668
MMP,,,Colombia,9.261667,-74.43611
MMQ,,,Zambia,-8.857222,31.336111
MMR,Travis,Texas,US,30.283333,-97.75
MMS,Quitman,Mississippi,US,34.266666,-90.26667
MMT,Lexington,South Carolina,US,33.93667,-81.115555
MMU,Morris,New Jersey,US,40.799168,-74.41583
MMV,,,Papua New Guinea,45.19,-123.14
MMW,,,Mozambique,-16.783333,39.066666
MMX,,,Sweden,55.538757,13.363727
MMY,,,Japan,24.779198,125.29778
MMZ,,,Afghanistan,35.916668,64.73333
MNA,,,Indonesia,4.05,126.7
MNB,,,Congo (Kinshasa),-5.926944,12.352778
MNC,,,Mozambique,-14.48,40.70861
MND,,,Colombia,4.516667,-73.28333
MNE,,South Australia,Australia,-28.0,138.6
MNF,,,Fiji,-17.633333,177.11667
MNG,,Northern Territory,Australia,-12.05492,134.23227
MNH,,,Sri Lanka,7.75,83.0
MNI,,Montserrat,United Kingdom,16.75,-62.233334
MNJ,,,Madagascar,-21.2,48.36667
MNL,,,Philippines,14.509602,121.01251
MNM,Door,Wisconsin,US,45.121666,-87.63611
MNN,Marion,Ohio,US,40.583332,-83.13333
MNO,,,Congo (Kinshasa),-7.288056,27.393888
MNQ,,Queensland,Australia,-24.883333,151.1
MNR,,,Zambia,-15.225556,23.157778
MNS,,,Zambia,-11.125,28.866667
MNT,Fairbanks North Star,Alaska,US,64.895,-149.17084
MNU,,,Burma,16.441668,97.66944
MNV,,Northern Territory,Australia,-14.116667,133.83333
MNX,,,Brazil,-5.816667,-61.283333
MNZ,Prince William,Virginia,US,38.721943,-77.51806
MOA,,,Cuba,20.5,-74.88333
MOB,Mobile,Alabama,US,30.681086,-88.24475
MOC,,,Brazil,-16.707779,-43.817223
MOD,Stanislaus,California,US,37.626945,-120.95528
MOE,,,Burma,23.1,96.65
MOF,,,Indonesia,-8.633333,122.25
MOG,,,Burma,20.533333,99.26667
MOJ,,,Suriname,5.75,-54.333332
MOL,,,Norway,62.747303,7.262118
MOM,,,Mauritania,17.75,-12.5
MON,,,New Zealand,-43.766666,170.13611
MOO,,Queensland,Australia,-27.5,149.83333
MOP,Isabella,Michigan,US,43.61667,-84.73333
MOQ,,,Madagascar,-20.283611,44.318333
MOR,Hamblen,Tennessee,US,36.216667,-83.3
MOS,Nome,Alaska,US,64.69556,-162.04333
MOT,Ward,North Dakota,US,48.259724,-101.28083
MOU,Kusilvak,Alaska,US,62.089443,-163.71666
MOV,,Queensland,Australia,-22.06057,148.07442
MOX,Stevens,Minnesota,US,45.583332,-95.916664
MOY,,,Colombia,4.884167,-72.89528
MOZ,,French Polynesia,France,-17.490433,-149.76414
MPB,Miami-Dade,Florida,US,25.75,-80.166664
MPC,,,Indonesia,-2.55,101.1
MPD,,,Pakistan,25.65,69.03333
MPF,,,Papua New Guinea,-7.966667,143.16667
MPG,,,Papua New Guinea,-6.533333,147.71666
MPH,,,Philippines,11.925263,121.9521
MPI,,,Panama,9.578333,-79.843056
MPJ,Conway,Arkansas,US,35.15,-92.73333
MPK,,,"Korea, South",34.756668,126.385
MPL,,,France,43.57843,3.959174
MPM,,,Mozambique,-25.924389,32.57429
MPN,,Falkland Islands (Malvinas),United Kingdom,-51.816666,-58.45
MPO,Monroe,Pennsylvania,US,41.13333,-75.36667
MPP,,,Panama,9.0,-77.86667
MPQ,,,Jordan,30.166668,35.766666
MPR,McPherson,Kansas,US,38.37436,-97.763306
MPS,Titus,Texas,US,33.166668,-94.98333
MPT,,,Timor-Leste,-8.066667,125.25
MPU,,,Papua New Guinea,-2.9,151.4
MPV,Washington,Vermont,US,44.203335,-72.566666
MPW,,,Ukraine,47.1,37.55
MPX,,,Papua New Guinea,-4.9,141.61667
MPY,,French Guiana,France,3.666667,-54.033333
MPZ,Henry,Iowa,US,40.966667,-91.55
MQA,,Northern Territory,Australia,-19.75,120.833336
MQB,McDonough,Illinois,US,40.4525,-90.62139
MQC,,Saint Pierre and Miquelon,France,47.05,-56.333332
MQD,,,Argentina,-41.25,-68.73333
MQE,,Northern Territory,Australia,-22.816668,137.35
MQF,,,Russia,53.45,59.066666
MQH,,,Brazil,-13.533333,-48.233334
MQI,Suffolk,Massachusetts,US,42.25,-71.0
MQK,,,Bolivia,-16.334444,-58.385555
MQL,,South Australia,Australia,-34.230835,142.08455
MQM,,,Turkey,37.2233,40.6317
MQN,,,Norway,66.36465,14.302748
MQO,,,Papua New Guinea,-8.703889,142.65111
MQP,,,South Africa,-25.384947,31.098131
MQQ,,,Chad,8.625,16.073334
MQR,,,Colombia,2.5,-78.416664
MQS,,,Saint Vincent and the Grenadines,12.888333,-61.181946
MQT,Marquette,Michigan,US,46.35361,-87.39528
MQU,,,Colombia,5.216667,-74.88333
MQV,,,Algeria,35.9,0.083333
MQW,Dodge,Georgia,US,32.20778,-83.000275
MQX,,,Ethiopia,13.468333,39.52639
MQY,Rutherford,Tennessee,US,35.983334,-86.5
MQZ,,Western Australia,Australia,-33.933334,115.1
MRA,,,Libya,32.4,15.066667
MRB,Berkeley,West Virginia,US,39.40167,-77.985
MRC,Maury,Tennessee,US,35.61667,-87.03333
MRD,,,Venezuela,8.583333,-71.157776
MRE,,,Kenya,-1.300368,35.05885
MRF,Presidio,Texas,US,30.3,-104.01667
MRG,,Queensland,Australia,-17.0,145.46666
MRH,,,Papua New Guinea,-8.466667,145.33333
MRI,Anchorage,Alaska,US,61.233334,-149.9
MRK,Collier,Florida,US,25.944445,-81.72389
MRL,,Queensland,Australia,-20.066668,145.58333
MRM,,,Papua New Guinea,-9.166667,147.6
MRN,Burke,North Carolina,US,35.75,-81.683334
MRO,,,New Zealand,-40.975,175.63333
MRP,,South Australia,Australia,-27.0,135.0
MRQ,,,Philippines,13.363056,121.82361
MRR,,,Ecuador,-4.383333,-79.933334
MRS,,,France,43.44178,5.222137
MRT,,Northern Territory,Australia,-14.483333,133.41667
MRU,,,Mauritius,-20.431997,57.67663
MRV,,,Russia,44.218105,43.085815
MRW,,,Denmark,54.685833,11.435
MRX,,,Iran,30.535557,49.16722
MRY,Santa Cruz,California,US,36.587296,-121.850815
MRZ,,Queensland,Australia,-29.496346,149.85019
MSA,,Manitoba,Canada,53.816666,-91.98333
MSB,,St Martin,France,18.066668,-63.066666
MSC,Maricopa,Arizona,US,33.416668,-111.833336
MSD,Central Utah,Utah,US,39.524723,-111.47444
MSF,,Northern Territory,Australia,-22.516666,135.0
MSH,,,Oman,20.680555,58.891666
MSI,,,Indonesia,-5.583333,114.433334
MSJ,,,Japan,40.696316,141.3869
MSK,,,Bahamas,25.033333,-78.0
MSL,Lauderdale,Alabama,US,34.74861,-87.61611
MSM,,,Congo (Kinshasa),-4.766667,17.916668
MSN,Dane,Wisconsin,US,43.136375,-89.3465
MSO,Missoula,Montana,US,46.918964,-114.08321
MSP,Ramsey,Minnesota,US,44.883015,-93.21092
MSQ,,,Belarus,53.889725,28.032442
MSR,,,Turkey,38.725,41.625
MSS,St. Lawrence,New York,US,44.93778,-74.846664
MST,,,Netherlands,50.91562,5.768827
MSV,Sullivan,New York,US,41.70139,-74.795
MSW,,,Eritrea,15.603333,39.441113
MSX,,,Congo (Brazzaville),-2.95,12.733333
MSY,St. Charles,Louisiana,US,29.984564,-90.25639
MSZ,,,Angola,-15.208611,12.160833
MTA,,,New Zealand,-37.816666,175.76666
MTB,,,Colombia,8.066667,-75.46667
MTC,Macomb,Michigan,US,42.583332,-82.88333
MTD,,Northern Territory,Australia,-17.0,130.56667
MTE,,,Brazil,-1.983333,-54.066666
MTF,,,Ethiopia,6.966667,35.533333
MTG,,,Brazil,-14.0,-55.0
MTH,Monroe,Florida,US,24.719444,-81.05139
MTI,,,Cabo Verde,15.0,-24.433332
MTJ,Montrose,Colorado,US,38.51029,-107.89696
MTL,,New South Wales,Australia,-32.733334,151.55
MTM,Ketchikan Gateway,Alaska,US,55.13333,-131.58333
MTN,Baltimore City,Maryland,US,39.321667,-76.41167
MTO,Coles,Illinois,US,39.47861,-88.278336
MTP,New London,Connecticut,US,41.074444,-71.923615
MTQ,,Queensland,Australia,-26.583332,147.96666
MTR,,,Colombia,8.825035,-75.82392
MTS,,,Eswatini,-26.52033,31.314133
MTT,,,Mexico,17.983334,-94.51667
MTU,,,Mozambique,-13.133333,38.983334
MTW,Manitowoc,Wisconsin,US,44.129723,-87.68222
MTX,Fairbanks North Star,Alaska,US,64.816666,-147.86667
MTY,,,Mexico,25.77657,-100.114395
MTZ,,,Israel,33.233334,35.75
MUB,,,Botswana,-19.970833,23.430555
MUC,,,Germany,48.353004,11.790143
MUD,,,Mozambique,-11.666667,39.516666
MUE,Hawaii,Hawaii,US,20.0125,-155.67334
MUF,,,Indonesia,-7.5,140.33333
MUG,,,Mexico,26.916668,-111.98333
MUH,,,Egypt,31.35,27.25
MUI,Lebanon,Pennsylvania,US,40.447582,-76.59661
MUJ,,,Ethiopia,6.333333,35.0
MUL,Colquitt,Georgia,US,31.183332,-83.78333
MUN,,,Venezuela,9.749384,-63.156933
MUO,Elmore,Idaho,US,43.13333,-115.683334
MUQ,,Western Australia,Australia,-20.666668,120.0
MUR,,,Malaysia,4.183333,114.316666
MUS,,,Japan,24.29,153.98
MUT,Muscatine,Iowa,US,41.36667,-91.145
MUU,Huntingdon,Pennsylvania,US,40.38333,-77.88333
MUV,Delaware,Pennsylvania,US,39.868057,-75.24861
MUW,,,Algeria,35.333332,0.15
MUX,,,Pakistan,30.199507,71.41498
MUY,,,Congo (Brazzaville),-3.983333,13.919444
MUZ,,,Tanzania,-1.497222,33.8
MVA,,,Iceland,65.61667,-16.966667
MVB,,,Gabon,-1.65,13.433333
MVC,Monroe,Alabama,US,31.516666,-87.333336
MVD,,,Uruguay,-34.841152,-56.026466
MVE,Chippewa,Minnesota,US,44.95,-95.71667
MVF,,,Brazil,-5.166667,-37.25
MVG,,,Gabon,0.116667,11.083333
MVH,,Queensland,Australia,-30.75,152.9
MVK,,South Australia,Australia,-27.25,138.0
MVL,Lamoille,Vermont,US,44.566666,-72.6
MVM,San Juan,Utah,US,36.702778,-110.23333
MVN,Jefferson,Illinois,US,38.323055,-88.85861
MVO,,,Chad,12.2,18.783333
MVP,,,Colombia,1.133333,-70.05
MVQ,,,Belarus,53.95,30.133333
MVR,,,Cameroon,10.452222,14.256389
MVS,,,Brazil,-18.083332,-39.566666
MVT,,French Polynesia,France,-14.833333,-148.41667
MVU,,Northern Territory,Australia,-14.166667,143.68333
MVV,,,France,45.816666,6.65
MVW,Island,Washington,US,48.416668,-122.333336
MVX,,,Gabon,2.15,12.133333
MVY,Dukes and Nantucket,Massachusetts,US,41.389336,-70.61182
MVZ,,,Zimbabwe,-20.054167,30.860556
MWA,Williamson,Illinois,US,37.751945,-89.01639
MWB,,Western Australia,Australia,-29.204166,116.0225
MWC,Milwaukee,Wisconsin,US,43.033333,-87.916664
MWD,,,Pakistan,32.55,71.55
MWE,,,Sudan,18.45,31.833332
MWG,,,Papua New Guinea,-6.133333,146.13333
MWH,Grant,Washington,US,47.205,-119.31556
MWI,,,Papua New Guinea,-5.15,143.48334
MWJ,,,Guyana,6.55,-59.9
MWK,,,Indonesia,3.3,106.26667
MWL,Palo Pinto,Texas,US,32.783333,-98.066666
MWM,Cottonwood,Minnesota,US,43.916668,-95.1
MWN,,,Tanzania,-3.55,33.6
MWO,Butler,Ohio,US,39.516666,-84.4
MWP,,,Nepal,28.0,85.333336
MWQ,,,Burma,20.166668,94.94111
MWR,,,South Africa,0.0,0.0
MWS,Los Angeles,California,US,34.216667,-118.066666
MWT,,South Australia,Australia,-28.5,138.0
MWU,,,Papua New Guinea,-1.5,149.66667
MWV,,,Cambodia,12.460556,107.190834
MWX,,,"Korea, South",34.991405,126.38281
MWY,,South Australia,Australia,-25.783333,141.51666
MWZ,,,Tanzania,-2.441221,32.923225
MXA,Mississippi,Arkansas,US,35.88333,-90.183334
MXB,,,Indonesia,-2.333333,120.333336
MXC,San Juan,Utah,US,37.88333,-109.36667
MXD,,South Australia,Australia,-23.333332,139.6
MXE,Scotland,North Carolina,US,34.716667,-79.333336
MXF,Montgomery,Alabama,US,32.38333,-86.316666
MXG,Middlesex,Massachusetts,US,42.333332,-71.55
MXH,,,Papua New Guinea,-6.3525,143.25055
MXI,,,Philippines,6.916667,126.25
MXJ,,,Nigeria,9.616667,6.533333
MXK,,,Papua New Guinea,-6.383333,147.61667
MXL,,,Mexico,32.6282,-115.248215
MXM,,,Madagascar,-21.75,43.36667
MXN,,,France,48.6,-3.816667
MXO,Jones,Iowa,US,42.25,-91.2
MXP,,,Italy,45.627403,8.71237
MXR,,,Ukraine,49.966667,33.6
MXT,,,Madagascar,-18.047777,44.03278
MXU,,Western Australia,Australia,-28.55,115.51667
MXV,,,Mongolia,49.63333,100.166664
MXW,,,Mongolia,45.766666,106.28333
MXX,,,Sweden,60.95812,14.504529
MXY,Valdez-Cordova,Alaska,US,61.47061,-142.93736
MXZ,,Fujian,China,24.266811,116.10449
MYA,,Australian Capital Territory,Australia,-35.90251,150.14717
MYB,,,Gabon,-3.45,10.683333
MYC,,,Venezuela,10.5,-68.166664
MYD,,,Kenya,-3.230755,40.10048
MYE,,,Japan,34.069443,139.5625
MYF,San Diego,California,US,32.716667,-117.15
MYG,,,Bahamas,22.376667,-73.01833
MYH,Kane,Utah,US,36.8125,-111.645836
MYI,,Northern Territory,Australia,-9.920066,144.06497
MYJ,,,Japan,33.822224,132.70416
MYK,Valdez-Cordova,Alaska,US,61.416668,-142.91667
MYL,Adams,Idaho,US,44.916668,-116.1
MYM,,,Guyana,4.6,-59.63333
MYN,,,Yemen,15.483333,45.333332
MYO,,Northern Territory,Australia,-18.116667,124.26667
MYQ,,,India,12.3,76.65
MYR,Horry,South Carolina,US,33.682674,-78.92294
MYT,,,Burma,25.354168,97.29889
MYU,Kusilvak,Alaska,US,60.37278,-166.26805
MYV,Sutter,California,US,39.098057,-121.569725
MYW,,,Tanzania,-10.338889,40.19361
MYX,,,Papua New Guinea,-7.2,146.01666
MYY,,,Malaysia,4.325261,113.983116
MYZ,,,Malawi,-14.1,34.533333
MZB,,,Mozambique,-11.356111,40.354168
MZC,,,Gabon,0.783333,11.566667
MZD,,,Ecuador,-2.733333,-78.316666
MZE,,,Belize,17.083332,-89.6
MZF,,,South Africa,-32.75,28.5
MZG,,,Taiwan*,23.569166,119.618614
MZH,,,Turkey,40.88333,35.533333
MZI,,,Mali,14.508333,-4.085
MZJ,Pinal,Arizona,US,32.516666,-111.333336
MZL,,,Colombia,5.029005,-75.46878
MZM,,,France,49.0725,6.134444
MZN,,,Papua New Guinea,-5.905556,144.67667
MZO,,,Cuba,20.325,-77.12889
MZP,,,New Zealand,-41.11667,173.0
MZQ,,,South Africa,-27.633333,32.05
MZR,,,Afghanistan,36.70919,67.20849
MZS,,,Malaysia,4.616667,118.15
MZT,,,Mexico,23.167315,-106.27015
MZU,,,India,26.116667,85.38333
MZV,,,Malaysia,4.033333,114.8
MZW,,,Algeria,33.521942,-0.283056
MZX,,,Ethiopia,6.35,39.716667
MZY,,,South Africa,-34.183334,22.083332
MZZ,Grant,Indiana,US,40.490833,-85.67944
NAA,,New South Wales,Australia,-30.31829,149.82912
NAB,Dougherty,Georgia,US,31.583332,-84.166664
NAC,,South Australia,Australia,-36.95,140.83333
NAD,,,Colombia,2.566667,-67.583336
NAE,,,Benin,10.383333,1.366667
NAF,,,Indonesia,2.75,117.05
NAG,,,India,21.090036,79.05636
NAH,,,Indonesia,3.716667,125.36667
NAI,,,Guyana,3.75,-59.0
NAJ,,,Azerbaijan,39.190277,45.45889
NAK,,,Thailand,14.933333,102.083336
NAL,,,Russia,43.533333,43.7
NAM,,,Indonesia,-3.3,127.1
NAN,,,Fiji,-17.75327,177.45161
NAO,,Chongqing,China,30.8,106.066666
NAP,,,Italy,40.886112,14.291667
NAQ,,Greenland,Denmark,77.48564,-69.37486
NAR,,,Colombia,6.2,-74.583336
NAS,,,Bahamas,25.048223,-77.463776
NAT,,,Brazil,-5.916787,-35.250244
NAU,,French Polynesia,France,-14.166667,-141.58333
NAV,,,Turkey,38.63333,34.716667
NAW,,,Thailand,6.516667,101.75
NAX,Honolulu,Hawaii,US,21.3,-158.11667
NAY,,Hebei,China,39.7825,116.38778
NBA,,,Papua New Guinea,-6.25,145.23334
NBB,,,Colombia,3.333333,-70.333336
NBC,,,Russia,55.564125,52.10341
NBE,,,Tunisia,36.075832,10.438611
NBG,Jefferson,Louisiana,US,29.833332,-90.03333
NBH,,Queensland,Australia,-30.633333,152.98334
NBL,,,Panama,9.3,-79.0
NBO,,,Kenya,-1.319167,36.92578
NBP,Hudson,New Jersey,US,40.706112,-74.02167
NBS,,Jilin,China,42.083332,127.6
NBU,Pitkin,Colorado,US,39.55,-107.316666
NBV,,,Brazil,-17.383333,-45.86667
NBW,,,Cuba,20.166668,-75.23333
NBX,,,Indonesia,-3.366667,135.43333
NCA,,Turks and Caicos Islands,United Kingdom,21.933332,-71.98333
NCE,,,France,43.66049,7.205232
NCG,,,Mexico,30.416668,-107.916664
NCH,,,Tanzania,-10.363889,38.775
NCI,,,Colombia,8.483333,-76.75
NCJ,,,Argentina,-30.94404,-61.56148
NCL,,,United Kingdom,55.037064,-1.710629
NCN,Anchorage,Alaska,US,60.07831,-147.99773
NCO,Dukes,Massachusetts,US,41.0,-71.0
NCP,,,Philippines,16.0,121.0
NCQ,Cobb,Georgia,US,33.916668,-84.51667
NCR,,,Nicaragua,11.25,-84.833336
NCS,,,South Africa,-27.774166,29.99
NCT,,,Costa Rica,10.138889,-85.445
NCU,,,Uzbekistan,42.483334,59.63333
NCY,,,France,45.930557,6.100833
NDA,,,Indonesia,-4.533333,129.9
NDB,,,Mauritania,20.934168,-17.028334
NDC,,,India,19.183332,77.316666
NDD,,,Angola,-11.166667,13.866667
NDE,,,Kenya,3.933333,41.86667
NDF,,,Angola,-9.333333,14.833333
NDG,,Heilongjiang,China,47.316666,123.916664
NDH,,Xinjiang,China,0.0,0.0
NDI,,,Papua New Guinea,-9.433333,148.26666
NDJ,,,Chad,12.129056,15.034215
NDL,,,Central African Republic,8.416667,20.6
NDM,,,Ethiopia,9.816667,35.083332
NDN,,,Papua New Guinea,-9.133333,147.68333
NDO,,,Spain,37.38333,-6.583333
NDP,Escambia,Florida,US,30.4725,-87.18833
NDR,,,Morocco,34.988888,-3.028333
NDS,,Western Australia,Australia,-27.983334,119.3
NDV,District of Columbia,District of Columbia,US,38.86667,-77.0
NDY,,,United Kingdom,59.25,-2.583333
NEA,Glynn,Georgia,US,31.25,-81.46667
NEC,,,Argentina,-38.566666,-58.75
NEF,,,Russia,56.1,54.35
NEG,,,Jamaica,18.308332,-78.333336
NEJ,,,Ethiopia,9.5,35.466667
NEK,,,Ethiopia,9.066667,36.5
NEL,Ocean,New Jersey,US,40.016666,-74.316666
NEN,Duval,Florida,US,30.316668,-81.85
NER,,,Russia,56.65,124.6
NES,New York,New York,US,40.743332,-73.975
NET,,,Bahamas,24.32,-75.45
NEU,,,Laos,20.416668,104.066666
NEV,,,Saint Kitts and Nevis,17.205,-62.5925
NEW,Orleans,Louisiana,US,30.039444,-90.026665
NFB,St. Clair,Michigan,US,42.966667,-82.96667
NFF,,Heilongjiang,China,36.28,-80.79
NFG,,,Russia,61.13333,73.05
NFL,Churchill,Nevada,US,39.466667,-118.78333
NFR,,,Libya,29.216667,21.583332
NGA,,Australian Capital Territory,Australia,-34.25,148.25
NGB,,Zhejiang,China,29.820415,121.462395
NGC,Coconino,Arizona,US,36.38972,-112.129166
NGD,,British Virgin Islands,United Kingdom,18.716667,-64.3
NGE,,,Cameroon,7.356389,13.561389
NGI,,,Fiji,-18.0,179.33333
NGK,,,Russia,51.8,143.16667
NGL,,,South Africa,2.45,21.55
NGN,,,Panama,9.568611,-79.25
NGO,,,Japan,34.858334,136.80528
NGP,Nueces,Texas,US,27.7,-97.28333
NGQ,,Tibet,China,32.103817,80.054276
NGR,,,Papua New Guinea,-6.5,141.0
NGS,,,Japan,32.9144,129.92258
NGU,Tyrrell,North Carolina,US,35.833332,-76.28333
NGW,Nueces,Texas,US,27.783333,-97.4
NGX,,,Nepal,27.700556,85.36305
NHA,,,Vietnam,12.227912,109.19666
NHD,,,United Arab Emirates,25.023756,55.373653
NHF,,,Sudan,15.35,35.733334
NHK,St. Mary's,Maryland,US,38.3,-76.433334
NHS,,,Pakistan,29.583332,66.0
NHT,,Channel Islands,United Kingdom,51.533333,-0.366667
NHV,,French Polynesia,France,-8.795214,-140.22223
NHX,Baldwin,Alabama,US,30.4,-87.683334
NHZ,Sagadahoc,Maine,US,43.916668,-69.96667
NIA,,,Liberia,7.491111,-8.591667
NIB,Denali,Alaska,US,63.016666,-154.38333
NIE,Ketchikan Gateway,Alaska,US,55.066666,-132.15
NIF,,Western Australia,Australia,-21.675,121.58611
NIK,,,Senegal,13.066667,-12.716667
NIM,,,Niger,13.476534,2.177158
NIN,Kenai Peninsula,Alaska,US,60.066666,-151.73334
NIO,,,Congo (Kinshasa),-2.75,17.7
NIP,Duval,Florida,US,30.25,-81.68056
NIR,Bee,Texas,US,28.4,-97.75
NIS,,,Papua New Guinea,-2.666667,152.0
NIT,,,France,46.316666,-0.45
NIU,,French Polynesia,France,-16.121988,-146.37325
NIX,,,Mali,15.239167,-9.577222
NJA,,,Japan,35.416668,139.35
NJC,,,Russia,60.9476,76.49145
NJF,,,Iraq,31.993563,44.389187
NJK,Imperial,California,US,32.837223,-115.57472
NKA,,,Gabon,0.7,9.983333
NKC,,,Mauritania,18.098148,-15.952041
NKD,,,Indonesia,-5.85,110.46667
NKG,,Jiangsu,China,31.735737,118.86652
NKI,Prince of Wales-Hyder,Alaska,US,55.36667,-133.21666
NKL,,,Congo (Kinshasa),-1.983333,16.466667
NKM,,,Japan,35.25389,136.91957
NKN,,,Papua New Guinea,-5.833333,143.45
NKO,,,Madagascar,-16.583332,-44.45
NKS,,,Cameroon,4.95,9.933333
NKV,Prince of Wales-Hyder,Alaska,US,55.85,-133.21666
NKX,San Diego,California,US,32.86667,-117.11667
NKY,,,Congo (Brazzaville),-4.216667,13.3
NLA,,,Zambia,-12.993449,28.665024
NLC,Kings,California,US,36.3,-119.76667
NLD,,,Mexico,27.434723,-99.566666
NLE,Berrien,Michigan,US,41.841667,-86.225
NLF,,Northern Territory,Australia,-9.584515,143.7869
NLG,Aleutians East,Alaska,US,56.00139,-161.1525
NLL,,Western Australia,Australia,-21.75,120.2
NLN,Humboldt,California,US,40.7193,-123.9282
NLO,,,Congo (Kinshasa),-4.325,15.326389
NLP,,,South Africa,-25.500834,30.913889
NLS,,Northern Territory,Australia,-18.050833,128.89583
NLT,,Xinjiang,China,43.43222,83.382225
NLU,,,Mexico,19.4,-99.15
NLV,,,Ukraine,47.05,31.916668
NMA,,,Uzbekistan,40.983334,71.6
NMB,,,India,20.416668,72.95
NMC,,,Bahamas,24.59361,-76.82
NME,Kusilvak,Alaska,US,60.471046,-164.70084
NMG,,,Panama,8.366667,-78.28333
NML,,Alberta,Canada,57.03353,-111.60191
NMN,,,Papua New Guinea,-16.316668,145.06667
NMP,,Queensland,Australia,-20.166668,143.96666
NMR,,South Australia,Australia,-27.6,141.11667
NMS,,,Burma,20.883333,97.75
NMT,,,Burma,23.083332,97.4
NNA,,,Morocco,34.266666,-6.666667
NND,,,Mozambique,-11.083333,39.1
NNG,,Guangxi,China,22.61321,108.1675
NNK,Bristol Bay,Alaska,US,58.733334,-157.01694
NNL,Lake and Peninsula,Alaska,US,59.978527,-154.83777
NNM,,,Russia,67.61667,53.15
NNR,,,Ireland,53.216667,-9.466667
NNT,,,Thailand,18.8,100.78333
NNU,,,Brazil,-17.816668,-40.333332
NNX,,,Indonesia,4.15,117.65
NNY,,Henan,China,32.9837,112.61305
NOA,,New South Wales,Australia,-34.950558,150.5375
NOB,,,Costa Rica,9.976398,-85.65305
NOC,,,Ireland,53.914,-8.810468
NOD,,,Germany,53.583332,7.2
NOG,,,Mexico,31.333332,-110.933334
NOH,Cook,Illinois,US,41.880554,-87.61667
NOI,,,Russia,44.716667,37.766666
NOJ,,,Russia,63.17673,75.29459
NOK,,,Brazil,-14.690278,-52.34861
NOL,Northwest Arctic,Alaska,US,67.9,-160.71666
NOM,,,Papua New Guinea,-6.3,142.21666
NOO,,,Papua New Guinea,-9.2,147.53334
NOP,,,Turkey,42.0175,35.06889
NOR,,,Iceland,65.166664,-22.0
NOS,,,Madagascar,-13.311111,48.31389
NOT,Marin,California,US,38.143333,-122.55583
NOU,,New Caledonia,France,-22.01639,166.21611
NOV,,,Angola,-12.805556,15.757222
NOZ,,,Russia,53.75,87.166664
NPA,Escambia,Florida,US,30.416668,-87.21667
NPE,,,New Zealand,-39.46667,176.87225
NPG,,,Papua New Guinea,-6.133333,143.36667
NPH,Utah,Utah,US,39.738888,-111.870834
NPL,,,New Zealand,-39.01013,174.17932
NPO,,,Indonesia,-0.333333,111.73333
NPP,,Northern Territory,Australia,-22.5,132.68333
NPR,,,Brazil,-7.126,-55.4
NPT,Newport,Rhode Island,US,41.530834,-71.2825
NPU,,,Colombia,4.95,-71.916664
NQA,Shelby,Tennessee,US,35.13333,-90.05
NQI,Kleberg,Texas,US,27.516666,-97.86667
NQL,,,Brazil,-14.0,-48.983334
NQN,,,Argentina,-38.95,-68.15222
NQT,,Isle of Man,United Kingdom,52.966667,-1.166667
NQU,,,Colombia,5.7,-77.28333
NQX,Monroe,Florida,US,24.55,-81.8
NQY,,Channel Islands,United Kingdom,50.43745,-4.997922
NRA,,Australian Capital Territory,Australia,-34.705643,146.5117
NRB,Duval,Florida,US,30.333332,-81.65
NRD,,,Germany,53.833332,7.166667
NRE,,,Indonesia,-3.816667,126.71667
NRG,,Western Australia,Australia,-32.933334,117.166664
NRI,Beckham,Oklahoma,US,35.166668,-99.833336
NRK,,,Sweden,58.583298,16.232393
NRL,,,United Kingdom,59.370277,-2.433333
NRM,,,Mali,15.25,-7.283333
NRN,,,Germany,51.599285,6.150168
NRR,,Puerto Rico,US,18.25,-65.638885
NRS,Imperial,California,US,32.837223,-115.57472
NRT,,,Japan,35.773212,140.38744
NRY,,Northern Territory,Australia,-16.016666,129.23334
NSB,,,Bahamas,25.775,-79.25
NSE,Santa Rosa,Florida,US,30.633333,-87.05
NSF,Prince George's,Maryland,US,38.816666,-76.833336
NSH,,,Iran,36.666668,51.5
NSI,,,Cameroon,3.702222,11.550278
NSK,,,Russia,69.32312,87.339806
NSL,Murray,Minnesota,US,43.98774,-95.75585
NSM,,Western Australia,Australia,-32.2,121.75
NSN,,,New Zealand,-41.299976,173.22498
NSO,,New South Wales,Australia,-32.03611,150.8325
NSP,,,Philippines,14.5,120.9
NST,,,Thailand,8.466667,99.95
NSV,,Queensland,Australia,-26.416668,153.03334
NSX,,British Virgin Islands,United Kingdom,18.5,-64.36667
NSY,,,Italy,37.4,14.933333
NSZ,,Macau,China,22.75027,113.57085
NTB,,,Norway,59.583332,9.283333
NTC,,,Mozambique,-13.366667,33.85
NTD,Ventura,California,US,34.15,-119.2
NTE,,,France,47.157623,-1.601402
NTG,,Shanghai,China,32.07292,120.9756
NTI,,,Indonesia,-2.333333,133.25
NTJ,Sanpete,Utah,US,39.266666,-111.63333
NTL,,New South Wales,Australia,-32.804592,151.84006
NTM,,,Brazil,-9.183333,-48.5
NTN,,Northern Territory,Australia,-17.685398,141.07307
